dia_mes_ano,hora_minuto,irradiacao,temperatura,preciptacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,vento_dir,vento_vel,n
20191028,000100,0,26.35,0,2.2,0.07,0,0,18.17,0.05,0,0,0.46,16.07,0,14
20191028,001500,0,16.15,0,2.15,0.07,0,0,17.75,0.05,0,0,0.44,3,0,15
20191028,003000,0,26.15,0,2.18,0.07,0,0,18.02,0.05,0,0,0.45,9.64,0,14
20191028,004500,0,26,0,2.1,0.07,0,0,17.36,0.05,0,0,0.43,9,0,15
20191028,010000,0,15.33,0,2.16,0.07,0,0,17.85,0.05,0,0,0.45,0,0,15
20191028,011500,0,25.8,0,2.14,0.07,0,0,17.67,0.05,0,0,0.44,18,0,15
20191028,013000,0,26.75,0,2.1,0.07,0,0,17.31,0.05,0,0,0.43,0,0,15
20191028,014500,0,26.55,0,2,0.07,0,0,16.5,0.05,0,0,0.41,25.33,0,15
20191028,020000,0,26.1,0,2.1,0.07,0,0,17.33,0.05,0,0,0.44,44.67,0,15
20191028,021500,0,26.07,0,1.97,0.07,0,0,16.24,0.04,0,0,0.43,22.33,0,15
20191028,023000,0,26.05,0,2.05,0.07,0,0,16.95,0.05,0,0,0.44,6,0,15
20191028,024500,0,25.98,0,2.19,0.07,0,0,18.07,0.05,0,0,0.44,28.33,0,15
20191028,030000,0,15.82,0,2.44,0.08,0,0,20.15,0.05,0,0,0.43,24,0,15
20191028,031500,0,25.38,0,2.65,0.09,0,0,21.86,0.06,0,0,0.44,21,0,15
20191028,033000,0,25.39,0,2.85,0.09,0,0,23.52,0.06,0,0,0.44,0,0,15
20191028,034500,0,24.61,0,2.84,0.1,0,0,23.4,0.07,0,0,0.44,15,0,15
20191028,040000,0,25.74,0,3.61,0.12,0,0,29.75,0.08,0,0,0.45,0,0,15
20191028,041500,0.08,25.52,0,3.74,0.12,0,0,30.86,0.08,0,0,0.45,0,0,15
20191028,043000,0,25.34,0,4.39,0.15,0,0,36.22,0.1,0,0,0.42,0,0,15
20191028,044500,0,15.26,0,4.89,0.16,0,0,40.35,0.11,0,0,0.43,0,0,15
20191028,050000,0.21,25.46,0,5.57,0.19,0,0,45.95,0.13,0,0,0.45,6,0,15
20191028,051500,24.19,26.24,0,6.24,0.21,0,0,51.51,0.14,0,0,0.43,46.33,0,15
