dia_mes_ano,hora_minuto,irr_est,irr_inv,I_AC,V_AC,P_AC,I_DC,V_DC,P_DC,massaPM1,numPM1,massaPM2,numPM2,massaPM4,numPM4,massaPM10,numPM10,tamanho_medio,temp,vento_vel,vento_dir,rainfall
20191029,000100,0,0,0,0,0,0,0,0,0.91,7.52,0.03,0.02,0,0,0,0,0.44,23.21,22.56,22.88,0
20191029,010000,0,0,0,0,0,0,0,0,0.73,6.06,0.02,0.02,0,0,0,0,0.45,23.37,18.24,10.5,0
20191029,020000,0.02,0,0,0,0,0,0,0,0.68,5.58,0.02,0.02,0,0,0,0,0.45,23.76,19.82,5.25,0
20191029,030000,0,0,0,0,0,0,0,0,0.79,6.49,0.03,0.02,0,0,0,0,0.43,24.35,16.89,14.17,0
20191029,040000,0,0,0,0,0,0,0,0,0.93,7.68,0.03,0.02,0,0,0,0,0.46,24.72,9.66,38.08,0
20191029,050000,48.6,41.25,1.56,213.25,328.83,0.65,527.38,356.32,1.32,10.86,0.04,0.03,0,0,0,0,0.44,25.44,6.14,63.75,0
20191029,060000,241.75,214.5,8.91,214.64,1913.28,3.48,558.29,1948.63,1.53,12.65,0.05,0.03,0,0,0,0,0.45,26.7,6.06,27.29,0
20191029,070000,462.69,460.9,19.07,214.69,4091.9,7.63,545.93,4154.33,1.57,12.94,0.05,0.04,0,0,0,0,0.46,27.65,8.47,41.08,0
20191029,080000,643.65,657.85,26.49,213.16,5656.27,10.89,528.63,5754.38,3.22,26.59,0.11,0.07,0,0,0,0,0.44,34.81,10.71,117.8,0
20191029,090000,710.14,755,29.34,213.1,6318.3,12.17,524.84,6380.44,3.69,30.42,0.12,0.08,0,0,0,0,0.43,34.22,14.7,121.67,0
20191029,100000,963.18,1014.65,37.68,215.09,8106.45,16.07,514.71,8262.82,3.56,29.4,0.12,0.08,0,0,0,0,0.42,34.75,13.17,118.42,0
20191029,110000,906.1,961.68,33.71,217.85,7363.42,14.29,523.64,7512.28,3.78,31.15,0.13,0.09,0,0,0,0,0.42,35.22,11.73,124,0
20191029,120000,551.21,584.73,22.09,213.27,4734.12,9.01,535.04,4832.02,4.95,40.88,0.16,0.11,0,0,0,0,0.43,34.77,12.22,142.88,0
20191029,130000,843.06,885.15,32.55,214.02,6997.18,13.83,513.31,7107.27,5.28,43.6,0.18,0.12,0,0,0,0,0.42,35.71,14.36,65,0
20191029,140000,566.5,593.47,23,211.04,4881.73,9.58,519.82,4953.55,5.06,41.76,0.17,0.11,0,0,0,0,0.42,35.54,12.44,106.42,0
20191029,150000,121.23,146.22,5.87,211.16,1235.82,2.37,530.98,1261.68,5.29,43.64,0.18,0.12,0,0,0,0,0.43,33.75,7.4,118,0
20191029,160000,74.59,86.97,3.02,211.04,632.81,1.3,515.35,665.23,5.44,44.85,0.18,0.12,0,0,0,0,0.43,33.53,4.72,71.17,0
20191029,170000,14.86,28.66,1.06,210.48,217.07,0.46,491.47,236.89,7.91,65.28,0.26,0.18,0,0,0,0,0.44,31.57,3.16,190.25,0
20191029,180000,0,0,0.09,212.3,0,0,70.9,0,7.83,64.58,0.26,0.18,0,0,0,0,0.44,24.17,3.58,79.32,0
20191029,190000,0,0,0.09,212.3,0,0,41,0,9.27,76.47,0.31,0.21,0,0,0,0,0.45,28.08,4.63,48,0
20191029,200000,0,0,0.09,212.3,0,0,40.04,0,8.5,70.17,0.28,0.19,0,0,0,0,0.46,25.13,6.13,48.39,0
20191029,210000,0,0,0.09,212.3,0,0,39.84,0,6.13,50.54,0.2,0.14,0,0,0,0,0.45,25.09,8.29,43.5,0
20191029,220000,0,0,0.09,212.3,0,0,40.91,0,4.63,38.17,0.15,0.11,0,0,0,0,0.43,27.65,5.99,33.75,0
20191029,230000,0,0,0.09,212.9,0,0,38.99,0,3.97,32.76,0.13,0.09,0,0,0,0,0.44,25.04,7.89,41.19,0
